wl,g198_w,g498_w,g170_w,g934_w,g63_w,g454_w,g241_w,g5_w,g546_w,g968_w,g608_y,g654_y,g668_y,g16_y,g942_y,g859_y,g630_y,g674_y,g947_y,g354_y,g518_y,g181_y,g843_y,g26_y,g435_y,g64_y,g398_y,g604_y,g477_y,g227_y,g720_y,g357_y,g162_y,g607_y,g597_y,g65_y,g856_w,g728_w,g414_w,g871_w,g874_w,g741_w,g614_y,g168_y,g661_y
389,3.251327693,2.72474707,2.053423143,2.224412631,2.176827741,2.243154414,6.953636089,5.297272947,2.824535661,6.370803331,5.203594943,6.251546436,8.598510507,5.783919688,7.073328523,6.349795904,6.051492132,5.325967181,8.720373913,5.776421098,6.141919827,6.861885234,5.355728682,6.304504527,5.265460469,5.229335676,8.917972335,8.21459522,8.27881821,5.919104141,5.781867463,5.99760622,6.102759276,5.387212476,5.330303934,5.320097413,5.137792182,9.587575799,9.923732822,6.131590844,5.97288785,7.320623961,2.61385174,7.378808798,4.416025599
390,3.234456716,2.714087633,2.043768248,2.209246023,2.160281851,2.224867764,6.941216887,5.292466112,2.820335331,6.370706738,5.202098549,6.248246062,8.613587307,5.786906322,7.097273794,6.349195088,6.055954144,5.308357892,8.735960386,5.783013919,6.152767948,6.87763797,5.355728683,6.303159471,5.257364036,5.217070299,8.934419878,8.228005397,8.294725848,5.928620119,5.778157046,6.000803372,6.106734546,5.36858042,5.307863986,5.29772498,5.177265454,9.675111988,10.01939669,6.144677051,5.984195099,7.400229918,2.603413108,7.365570626,4.400854566
391,3.213264814,2.699779627,2.030269848,2.190046301,2.140425442,2.203904608,6.921868347,5.28181026,2.809575262,6.366619094,5.199957086,6.243867311,8.626416673,5.788822224,7.119316976,6.347534546,6.05902354,5.290724165,8.749223418,5.788512605,6.162189563,6.891798595,5.354809357,6.300763324,5.248847203,5.204450955,8.948416831,8.239414515,8.308901291,5.936742509,5.773714357,6.002604304,6.109252088,5.350619205,5.285104759,5.274965295,5.209509537,9.756779131,10.10875966,6.145379599,5.98492662,7.473236373,2.591382415,7.349716449,4.383580472
392,3.189263749,2.683127009,2.01423181,2.168198168,2.118432269,2.181261038,6.898149658,5.267448636,2.794577921,6.359905227,5.197429149,6.238799677,8.637597755,5.790270422,7.140345679,6.345171242,6.061373197,5.273244334,8.760782417,5.793441248,6.170863731,6.904964148,5.353296993,6.297677403,5.240121965,5.191698971,8.960616723,8.249355676,8.321797522,5.944288842,5.768817991,6.003616138,6.11092144,5.333348509,5.262322982,5.252131439,5.238959371,9.836722062,10.19615888,6.138414264,5.979114271,7.544498428,2.578514535,7.332195781,4.365140361
393,3.163965283,2.665433737,1.996957997,2.145086325,2.09547609,2.15793315,6.872620009,5.251524485,2.777665772,6.351929963,5.194773332,6.233432653,8.647729702,5.791853946,7.16124751,6.342462142,6.063675993,5.256096735,8.771256788,5.798323939,6.17946951,6.917731669,5.351517876,6.29426302,5.231400316,5.179035675,8.971673085,8.258361983,8.333867523,5.952076646,5.763746544,6.004445993,6.112352139,5.316788007,5.239815382,5.229536494,5.270049894,9.919085617,10.2859315,6.128496825,5.97078991,7.618871184,2.565564346,7.313958137,4.346471276
394,3.138881177,2.648003769,1.979752276,2.122095477,2.072730659,2.134917036,6.847838587,5.236181049,2.76116128,6.344058128,5.192248231,6.22815573,8.657411664,5.794175826,7.182910078,6.339764208,6.066604804,5.239459701,8.781265939,5.80368477,6.188685959,6.930698197,5.349798294,6.290881492,5.222894248,5.166682394,8.98223945,8.266966537,8.345564276,5.960923453,5.758778612,6.00570099,6.114153724,5.300957376,5.217878688,5.207493542,5.307216045,10.00801463,10.38241463,6.120343057,5.963985395,7.701209743,2.553286723,7.295953032,4.328510262
395,3.115523195,2.632141064,1.963918513,2.100610325,2.051369735,2.113208792,6.826364582,5.223561574,2.74738691,6.337654549,5.190112442,6.223358403,8.667242791,5.797839091,7.206220991,6.337434405,6.070832509,5.223511567,8.791429277,5.810047834,6.199192137,6.944460772,5.348464534,6.287894133,5.214815757,5.154860455,8.992969348,8.27570244,8.357340763,5.97164679,5.75419279,6.007988251,6.116935731,5.285876292,5.196809627,5.186315664,5.354892761,10.10765394,10.48994544,6.118668737,5.962732585,7.796369205,2.542436543,7.27912998,4.312194361
396,3.095403097,2.619149578,1.950760574,2.082015573,2.032567072,2.093804512,6.810757183,5.215809303,2.738665129,6.334084053,5.188624559,6.219430164,8.677822233,5.803446771,7.232067857,6.335829696,6.077031983,5.208430668,8.802366209,5.817937222,6.211667103,6.959616434,5.347842884,6.285662258,5.207376836,5.143791187,9.00451631,8.285102794,8.369649965,5.985064189,5.750267674,6.011914895,6.121307697,5.271564432,5.176904927,5.166315942,5.417514983,10.22214838,10.61286105,6.128189642,5.971063337,7.909204671,2.53376868,7.264438497,4.298460618
397,3.080032645,2.61033327,1.941582322,2.067695924,2.017496427,2.07770029,6.803575578,5.215067481,2.7373184,6.334711465,5.188043178,6.216760505,8.689749138,5.811601895,7.261338284,6.335307045,6.085876105,5.194395339,8.814696141,5.827877026,6.226789916,6.976762222,5.34825963,6.284547181,5.200789478,5.133695916,9.017533867,8.295700702,8.382944866,6.001993179,5.747281859,6.018088043,6.12787916,5.258041472,5.158461317,5.147807458,5.499517648,10.35564278,10.75549861,6.15362155,5.99300951,8.044571244,2.528038012,7.252828096,4.288246076
398,3.070923603,2.606996097,1.937687626,2.059036079,2.007331556,2.065892219,6.807378955,5.223479352,2.745669189,6.340901613,5.188626894,6.215738919,8.703622658,5.822907492,7.294919882,6.336223417,6.098037751,5.181583913,8.829038481,5.840391338,6.245239634,6.996495176,5.350041059,6.284910217,5.195265677,5.12479597,9.032675551,8.308029265,8.397678447,6.02325129,5.745513941,6.027114816,6.137259657,5.245327088,5.141775524,5.131103293,5.605335695,10.51228198,10.92219525,6.199680236,6.032602962,8.207324023,2.525999415,7.245248293,4.282487779
399,3.069587731,2.610442018,1.940380349,2.057420743,2.003246216,2.059376395,6.824726503,5.24318816,2.766039962,6.354019323,5.190634302,6.2167549,8.720041942,5.837966593,7.333700257,6.338935775,6.114189798,5.170174727,8.846012635,5.85600425,6.267695317,7.019412336,5.35351346,6.287112682,5.191017428,5.117312675,9.050594892,8.322621585,8.41430369,6.049656052,5.745242517,6.039602335,6.150058726,5.233440956,5.127144277,5.116516528,5.739404063,10.69621081,11.11728811,6.271081479,6.093875551,8.40231811,2.528407763,7.242648603,4.28212277
400,3.077536792,2.62197499,1.950964358,2.064234618,2.006414162,2.059148912,6.858177411,5.276337149,2.800753183,6.375429421,5.194323998,6.22019794,8.739606138,5.857382226,7.378567019,6.343801083,6.135005125,5.160346113,8.86623801,5.875239853,6.294836023,7.046110741,5.359003118,6.291515889,5.188256724,5.11146736,9.071945421,8.340010765,8.433273578,6.082024994,5.74674618,6.05615772,6.166885904,5.222402754,5.114864304,5.104360247,5.906157691,10.91157412,11.34511434,6.372541054,6.180859134,8.634408607,2.536017934,7.24597854,4.288088093
401,3.077342851,2.627206529,1.953464263,2.06226331,2.001332035,2.050590109,6.884201449,5.304348189,2.827878868,6.38998457,5.198654405,6.225479383,8.761020188,5.87810375,7.424069405,6.35023279,6.157317937,5.151435683,8.888375795,5.894416405,6.322032952,7.073697376,5.365293175,6.297540256,5.184970883,5.106241899,9.095313116,8.359046742,8.453450723,6.11480132,5.74962925,6.07364148,6.184705185,5.210998153,5.104923451,5.09460459,6.085977862,11.14461216,11.59126473,6.472884834,6.266975843,8.884840992,2.543332553,7.24723382,4.293340346
402,3.054315957,2.613947101,1.934507635,2.037121159,1.975123156,2.021680876,6.88240153,5.310978404,2.828482472,6.384872481,5.202556169,6.231733149,8.782651137,5.897187659,7.465147735,6.357400833,6.178023375,5.142755777,8.910737852,5.910196678,6.345068971,7.099347052,5.37110952,6.304356503,5.179413324,5.100632453,9.118915754,8.378278238,8.473485647,6.142924044,5.753291846,6.08903319,6.20057081,5.198290167,5.096999695,5.086896773,6.259282797,11.38042455,11.84015039,6.543613028,6.327915225,9.134198863,2.545420612,7.23938737,4.29157964
403,3.014074847,2.586799089,1.899302779,1.994435963,1.932901302,1.977318134,6.86003656,5.301873923,2.809379619,6.364960551,5.206246217,6.238932598,8.804591293,5.915397685,7.50327624,6.365296913,6.197885715,5.134446822,8.933419596,5.923621533,6.36524064,7.123758549,5.376692565,6.311951403,5.17219519,5.094881778,9.14285456,8.397786531,8.493513195,6.167954418,5.757706265,6.103118573,6.215227691,5.184714486,5.090924956,5.081065486,6.430562838,11.62144514,12.09433894,6.593452916,6.371110266,9.386344505,2.54388654,7.224854517,4.284858289
404,2.962238256,2.550364879,1.853058002,1.939835524,1.879780253,1.922398801,6.824365447,5.282680875,2.777385933,6.335116181,5.209941476,6.247051091,8.826932964,5.933497559,7.539929151,6.373912728,6.217669234,5.126649247,8.956516444,5.935731832,6.38384452,7.147630646,5.38228272,6.320311731,5.163927627,5.08923263,9.167230764,8.417652898,8.513668212,6.191453691,5.762844807,6.116683347,6.229420741,5.170706801,5.086531155,5.076939419,6.604308327,11.87010779,12.35639798,6.631131782,6.403993953,9.645140198,2.540334762,7.206050589,4.275228607
405,2.904424921,2.509246855,1.800981609,1.87894764,1.820873786,1.861819799,6.782647094,5.259045386,2.739317039,6.300206769,5.213858873,6.256061986,8.84976846,5.952251014,7.576580701,6.383239977,6.238138209,5.119503481,8.980123811,5.947568438,6.402177171,7.171662123,5.388120398,6.329424259,5.15522178,5.083927765,9.192145592,8.437958619,8.534085542,6.214983115,5.768679771,6.130513236,6.243894871,5.156702801,5.083650213,5.074347264,6.785009607,12.12884636,12.62889513,6.665376905,6.43399927,9.914448226,2.536369706,7.185390915,4.264742909
406,2.846253578,2.4680474,1.748281906,1.817400112,1.761295679,1.800478046,6.742140408,5.236613586,2.70198856,6.265099715,5.218215334,6.265938643,8.873190088,5.97242178,7.61470512,6.393270359,6.260056915,5.113149952,9.004337114,5.960172213,6.421535153,7.196551758,5.394446008,6.339275761,5.146688792,5.07920994,9.217700273,8.45878497,8.554900029,6.240103939,5.775183453,6.145393959,6.259394993,5.143138177,5.082114051,5.073117709,6.97715702,12.40009468,12.91439799,6.704915568,6.468559203,10.19813087,2.533595798,7.165290823,4.255453509
407,2.793342962,2.431368899,1.700167198,1.760820739,1.70615971,1.743270463,6.710104296,5.221031601,2.672216121,6.234662417,5.223227787,6.276654422,8.897290157,5.994773591,7.655776639,6.403995574,6.284189631,5.107729088,9.029251769,5.97458402,6.443215026,7.222998331,5.401499963,6.349853009,5.138939808,5.075321911,9.243996034,8.480213229,8.576246519,6.268377413,5.782328154,6.162111237,6.276666019,5.130448618,5.081754588,5.073079446,7.185240908,12.68628663,13.21547419,6.758475051,6.515106738,10.50005042,2.533617465,7.148165642,4.249412722
408,2.75131181,2.403813737,1.661845793,1.714837321,1.660579658,1.695093969,6.693797662,5.217945562,2.656815346,6.213762274,5.229113159,6.288182683,8.922160976,6.020070178,7.701269491,6.41540732,6.311300632,5.103381318,9.054963192,5.991844719,6.46851335,7.251700621,5.409522674,6.361142776,5.132585974,5.072506433,9.271134103,8.502324675,8.598259855,6.301364788,5.790086172,6.181450792,6.296452859,5.119069815,5.082403747,5.074061164,7.413751615,12.98985605,13.53469132,6.834782638,6.581074861,10.82406914,2.538039134,7.136430698,4.248672862
409,2.725778859,2.389984297,1.638525994,1.685077659,1.629669301,1.660845484,6.700479414,5.233001594,2.662601858,6.207266686,5.236088377,6.300496785,8.947894852,6.049075272,7.752657906,6.427497297,6.342154195,5.10024707,9.081566799,6.012995175,6.498726687,7.283357409,5.418754551,6.373131837,5.128238433,5.071006264,9.299215707,8.525200585,8.621074883,6.340627314,5.798429805,6.204198345,6.319500427,5.109437457,5.083893448,5.075891554,7.667179481,13.3132368,13.87461701,6.942565608,6.673896558,11.17404934,2.548465232,7.132501321,4.255286242
410,2.722362844,2.394482964,1.635416109,1.677169551,1.618542416,1.645421928,6.737408455,5.271845828,2.696391283,6.220043052,5.244370367,6.313570087,8.974584095,6.082552605,7.811416116,6.440257205,6.377514597,5.098466773,9.109158007,6.039076247,6.535151595,7.318667472,5.429436006,6.385806963,5.12650833,5.071064159,9.328342075,8.548922238,8.644826447,6.387726241,5.807331352,6.231139616,6.346553633,5.101987235,5.086055611,5.078399307,7.950014851,13.65886273,14.23781886,7.090551244,6.801004814,11.55385328,2.566500186,7.138792839,4.271305178
411,2.746682501,2.421912122,1.657724443,1.696740798,1.632312781,1.65372022,6.811843694,5.34012439,2.764999243,6.25695877,5.254176057,6.327375951,9.002321012,6.12126591,7.879018352,6.453678741,6.418146114,5.098180855,9.137832231,6.0711288,6.579084635,7.358329591,5.44180745,6.399154929,5.12800681,5.072922874,9.358614434,8.573570911,8.669649392,6.444222819,5.816763111,6.263060326,6.37835739,5.097154838,5.088722157,5.081413111,8.266748065,14.0291677,14.62686449,7.287466827,6.969832614,11.96734324,2.593748422,7.15772058,4.298781984
412,2.804356566,2.476874155,1.710659301,1.749419199,1.676094176,1.690637281,6.931044034,5.443483408,2.875241364,6.32288124,5.265722373,6.341887734,9.031197913,6.165978918,7.956938846,6.467753605,6.464813023,5.099529745,9.167684887,6.110193695,6.631822368,7.403042544,5.456109295,6.413162507,5.133345018,5.076825165,9.390134012,8.599227882,8.695678562,6.5116783,5.826697381,6.300746197,6.415656609,5.095375957,5.091725008,5.084761659,8.621869467,14.42658555,15.0443215,7.542039639,7.187812945,12.41838153,2.631814368,7.191699873,4.339768974
413,2.901003776,2.563971447,1.799428991,1.840832555,1.755000377,1.76107003,7.102268383,5.587569012,3.033933269,6.422677861,5.279226243,6.357078797,9.061307105,6.217455361,8.046651829,6.482473497,6.518279601,5.10265387,9.198811392,6.157311794,6.694661354,7.453505112,5.472581951,6.42781647,5.143134097,5.08301379,9.423002036,8.625974429,8.723048802,6.591653932,5.83710646,6.34498295,6.459196201,5.097086282,5.094896084,5.08827364,9.019869399,14.85355015,15.49275751,7.862996961,7.462378792,12.9108304,2.68230245,7.243146045,4.396318462
414,2.99873591,2.652159302,1.888506616,1.932656182,1.831452483,1.825722561,7.289125405,5.744369958,3.205515441,6.525500825,5.292635661,6.372080117,9.091370919,6.272317223,8.142644655,6.497051128,6.57538503,5.105614556,9.229891015,6.207562622,6.761735158,7.506804243,5.488842275,6.442317473,5.153152385,5.089280153,9.45581916,8.652682607,8.750341202,6.677936558,5.847365069,6.392014968,6.505362235,5.098492991,5.097916013,5.091678087,9.456995939,15.31591917,15.9784429,8.218566992,7.766593802,13.44691207,2.737150746,7.297909273,4.458796387
415,3.06326664,2.713344524,1.945812535,1.990271886,1.871996818,1.850156137,7.456426507,5.886729344,3.355935131,6.603071039,5.304202929,6.386281731,9.120346465,6.327179353,8.239133012,6.510916282,6.63290508,5.106834291,9.259845723,6.256119717,6.827221408,7.559979137,5.502872099,6.456091894,5.159604414,5.093725399,9.487443038,8.678431974,8.776354881,6.764131202,5.857043779,6.438167228,6.550631559,5.09632821,5.100738884,5.094968786,9.92508703,15.815012,16.50281477,8.575125595,8.071909966,14.02357246,2.788559395,7.342793262,4.517734042
416,3.105617539,2.756556744,1.981725931,2.024867193,1.887934999,1.846553435,7.613234708,6.0215748,3.494268113,6.664108978,5.314601434,6.400045582,9.148678225,6.382794779,8.33718363,6.524386266,6.691508916,5.106995253,9.289134981,6.304164957,6.892482761,7.61365695,5.515459298,6.4694651,5.163740622,5.097056889,9.5183604,8.70361506,8.801551721,6.851526388,5.866408665,6.484346338,6.59588526,5.091815045,5.103606804,5.098371555,10.42201781,16.34645504,17.06119081,8.938621543,8.383342787,14.63675942,2.838525918,7.381643632,4.575431771
417,3.136810184,2.790825596,2.006625986,2.047629632,1.890568645,1.827097131,7.768613026,6.155833959,3.629590163,6.717335116,5.324504562,6.413733616,9.17681068,6.43991653,8.437863241,6.537778386,6.7518657,5.106779619,9.318218251,6.352880225,6.958881869,7.668464838,5.527391748,6.482762452,5.166811446,5.099981985,9.549057973,8.728624398,8.826393605,6.941410641,5.875725801,6.531458909,6.642004426,5.086176602,5.106761884,5.102112211,10.94566342,16.90587467,17.64888869,9.315003612,8.705907766,15.28242081,2.889047833,7.418306002,4.634189922
418,3.167866148,2.825180714,2.030891883,2.069746733,1.891199372,1.803969902,7.931624479,6.296434455,3.770977058,6.771469927,5.3345857,6.427707777,9.205188311,6.499297636,8.542238577,6.551409949,6.814644593,5.106869565,9.347554997,6.403447399,7.027781388,7.725029956,5.539457322,6.496309314,5.170067323,5.103208048,9.580022487,8.753852519,8.851342416,7.035072485,5.88526126,6.580411548,6.689870142,5.080635988,5.110446232,5.106416572,11.49389901,17.48889731,18.2612261,9.710220577,9.044620407,15.95650447,2.942122661,7.456625994,4.69630884
419,3.209807007,2.868651732,2.064902806,2.102406022,1.901128799,1.789354422,8.111332087,6.450303919,3.927504572,6.835233886,5.345518235,6.44233001,9.2342556,6.561691124,8.651376367,6.56559826,6.88051476,5.10794727,9.377604681,6.45704836,7.100543973,7.78397946,5.552443896,6.510431051,5.174758691,5.107442439,9.61174067,8.779691954,8.876860038,7.133800445,5.895281117,6.632110865,6.740363497,5.07641631,5.114901957,5.111510456,12.0645997,18.09114935,18.89352073,10.13022121,9.404496211,16.65495827,2.999747921,7.500449227,4.76408887
420,3.273654335,2.930268281,2.119037938,2.15679503,1.931658542,1.795433369,8.316798868,6.624369985,4.10824848,6.917347466,5.357975553,6.457962259,9.264457027,6.627850024,8.766343345,6.580660628,6.950145361,5.110694909,9.408826767,6.514864989,7.178532278,7.845940506,5.567139345,6.525453025,5.182135987,5.113392521,9.64469925,8.806535236,8.903408353,7.238883045,5.906051446,6.687463468,6.794365576,5.074740673,5.120371167,5.117619682,12.65564065,18.70825719,19.54109025,10.5809543,9.790550682,17.37373006,3.063921131,7.553621322,4.839830358
421,3.370429706,3.019059997,2.203676461,2.244101284,1.994090219,1.834389418,8.557087841,6.825560285,4.32228456,7.026531141,5.372631043,6.474966471,9.296237074,6.698527365,8.88820624,6.596914357,7.02420556,5.115794659,9.441680718,6.578079166,7.263108958,7.911540249,5.584331544,6.541700601,5.193449648,5.121765654,9.679384957,8.834774895,8.931449245,7.351608809,5.91783832,6.747375967,6.852757466,5.076832185,5.127095973,5.124970065,13.26489698,19.33584722,20.19925236,11.0683686,10.20779932,18.10876769,3.136639813,7.619987898,4.92583365
422,3.511154697,3.144056511,2.329197558,2.375512312,2.099725447,1.918405245,8.841262024,7.060802451,4.578688584,7.171505387,5.39015809,6.493704589,9.330040222,6.774476175,9.018031784,6.614676754,7.103364519,5.123928698,9.476625997,6.647872771,7.355636668,7.981405846,5.604808366,6.559499142,5.209950112,5.1332692,9.71628452,8.864803463,8.961444597,7.473266263,5.930907815,6.81275497,6.916420256,5.083913952,5.135318483,5.133787425,13.89024385,19.96954586,20.86332473,11.5984129,10.66125763,18.85601902,3.219901485,7.703394576,5.024399091
423,3.70685088,3.314287458,2.505980413,2.562215644,2.259865844,2.059663528,9.178384437,7.337024116,4.886536331,7.360990676,5.411230081,6.514538558,9.366310952,6.856449483,9.156886709,6.634265127,7.188291401,5.135779203,9.514122068,6.725427685,7.457478061,8.056164452,5.629357688,6.579174011,5.232887817,5.148610522,9.755884665,8.897013471,8.993856291,7.60514393,5.945526004,6.884507086,6.98623503,5.097209081,5.145280806,5.144297579,14.52955639,20.60497949,21.52862505,12.17703597,11.15594112,19.61143191,3.315703666,7.807686975,5.137827028
424,3.968539832,3.538782471,2.744404209,2.815398807,2.485813028,2.270346941,9.577518097,7.661152912,5.254903574,7.603707484,5.436520404,6.537830323,9.405493745,6.945200318,9.305837745,6.65599678,7.279655368,5.152028351,9.554628393,6.811925787,7.569995793,8.136443223,5.658767384,6.601050573,5.263513198,5.168496979,9.798672124,8.931797452,9.029146211,7.748530336,5.961958961,6.963538924,7.063082876,5.117940678,5.157225051,5.156726345,15.18070973,21.23777451,22.190471,12.81018659,11.69686528,20.3709542,3.426043877,7.936710717,5.268417807
425,4.307243126,3.826571183,3.054848128,3.14624933,2.788868616,2.562638161,10.04772602,8.040116473,5.69286609,7.908376284,5.466702444,6.563941829,9.448033083,7.04148171,9.465951624,6.680189022,7.378125583,5.173358318,9.598604437,6.908548958,7.694552519,8.222869315,5.693825329,6.62545419,5.303076695,5.193635935,9.845133623,8.969547936,9.06777624,7.904714004,5.98047276,7.050757094,7.147844881,5.14733185,5.171393327,5.171299541,15.84157903,21.86355733,22.84418027,13.50381353,12.28904562,21.13053376,3.552919637,8.094311421,5.418471772
426,4.700740555,4.159276623,3.415217017,3.531302849,3.141116279,2.902534399,10.58343142,8.470341335,6.192946241,8.25889353,5.49857315,6.590575393,9.491594965,7.144627332,9.638142652,6.704890501,7.483460994,5.196164869,9.643637611,7.012708158,7.828749805,8.315109104,5.73075903,6.650365516,5.346013222,5.220455836,9.892709355,9.008209153,9.107553283,8.07364516,5.999349965,7.144499429,7.238809222,5.179781171,5.185549366,5.18584537,16.54467896,22.51417503,23.52454891,14.27338637,12.94572942,21.92844962,3.69184571,8.271374218,5.584571633
427,5.120059887,4.513036399,3.797361133,3.940476856,3.509034037,3.250993461,11.17024623,8.941344759,6.739324546,8.63343378,5.528977484,6.615614425,9.533936346,7.253293752,9.821884443,6.728291758,7.594722083,5.216982063,9.687409327,7.121134146,7.969255799,8.412203761,5.765860006,6.673915667,5.3867558,5.245493205,9.938940111,9.045804279,9.14632223,8.253823641,6.017014,7.24249633,7.333698422,5.209717317,5.197756872,5.198492397,17.3166318,23.21827838,24.26279163,15.12371143,13.67111938,22.79778631,3.837220208,8.456772082,5.761561879
428,5.566094661,4.888652009,4.202577772,4.375031671,3.895515034,3.612638922,11.80401656,9.449690466,7.328564008,9.032134668,5.558660859,6.639692513,9.575638137,7.367218331,10.01608268,6.750922932,7.711530312,5.23669952,9.730520045,7.233988499,8.116033029,8.513842631,5.800012155,6.696655707,5.426552028,5.269617512,9.984463518,9.08284427,9.184601944,8.444362387,6.033942228,7.344743249,7.432545092,5.238408552,5.208707912,5.209916983,18.14647413,23.96669931,25.04885407,16.04474255,14.45666409,23.72669994,3.989365675,8.651332396,5.949135525
429,6.039738418,5.286924953,4.632164231,4.83622761,4.303452413,3.992094353,12.4805885,9.991942174,7.957227635,9.455133826,5.588368685,6.663443244,9.617281249,7.486138433,10.21964306,6.773314164,7.833507145,5.256206857,9.773570225,7.351432798,8.269044021,8.619715059,5.834099372,6.719136699,5.466649504,5.29369823,10.0299172,9.11984008,9.222911287,8.644374335,6.050612015,7.451235642,7.535381839,5.267123138,5.219094553,5.220795491,19.02324249,24.75026972,25.87268186,17.0264336,15.29381217,24.70334662,4.148604656,8.855882541,6.146985583
430,6.541884696,5.708656729,5.087417806,5.325324991,4.735739315,4.393983327,13.19580817,10.5646636,8.62187843,9.902568885,5.618846376,6.687500205,9.659446594,7.609791421,10.43147127,6.795995592,7.960274045,5.276393693,9.817160327,7.47362862,8.428251302,8.729510388,5.869005553,6.741909705,5.508295825,5.31860483,10.0759388,9.157302664,9.261769121,8.852972427,6.067500726,7.561968963,7.642241273,5.29712934,5.229608862,5.23180428,19.93597345,25.55982154,26.72422067,18.05873841,16.17401223,25.71588246,4.315259695,9.071249899,6.35480507
431,7.073427037,6.154648839,5.569635793,5.843584131,5.195268885,4.822929416,13.94552167,11.16441847,9.319079399,10.37457748,5.650839343,6.712496982,9.702715083,7.737914658,10.650473,6.819497357,8.091452473,5.298149646,9.861890812,7.600737546,8.593617397,8.842917965,5.905614595,6.765525789,5.552738589,5.345206782,10.12316592,9.195742976,9.301694308,9.069269601,6.085085725,7.676938667,7.753156003,5.329695419,5.240942904,5.243619712,20.87370358,26.38618669,27.59341613,19.13161087,17.08871286,26.75246356,4.489653335,9.298261854,6.572286998
432,7.63525898,6.625702779,6.080115488,6.392265349,5.684934264,5.283556194,14.72557511,11.7877705,10.04539355,10.87129724,5.685092997,6.739067163,9.747667628,7.870245508,10.87555393,6.844349599,8.226663892,5.322364336,9.908362139,7.732921154,8.765104834,8.959627132,5.944810394,6.790536013,5.601225393,5.37437356,10.17223621,9.235671972,9.343205711,9.292378796,6.103844376,7.796140207,7.868158639,5.366089638,5.253788746,5.256918148,21.82546942,27.22019708,28.47021389,20.2350048,18.02936267,27.80124604,4.672108121,9.537745787,6.799124383
433,8.228274063,7.122620051,6.620154189,6.972628962,6.207628596,5.780487233,15.53181459,12.43128341,10.79738388,11.39286579,5.722352751,6.767844334,9.794885141,8.006521334,11.10561975,6.871082458,8.365529765,5.349927381,9.957174769,7.870341022,8.94267614,9.079327237,5.987476846,6.817491441,5.655003835,5.406974633,10.22378729,9.277600605,9.386822191,9.521412953,6.124254044,7.91956904,7.987281789,5.407580261,5.268838456,5.272375948,22.78030754,28.05268464,29.34455959,21.35887408,18.98741028,28.85038599,4.862946596,9.790529081,7.035010238
434,8.853365828,7.646202153,7.191049191,7.585935288,6.766245024,6.318346105,16.36008622,13.09152091,11.57161341,11.93942078,5.763364016,6.799462084,9.844948532,8.146479499,11.33957616,6.900226073,8.507671555,5.381728399,10.00892916,8.01315873,9.12629384,9.201707622,6.034497847,6.846943135,5.715321514,5.443879474,10.27845679,9.322039831,9.433062611,9.755485011,6.146792095,8.047220618,8.110558061,5.45543555,5.2867841,5.290669475,23.7272545,28.87448127,30.20639889,22.49317256,19.95430429,29.88803954,5.062491304,10.05743912,7.279637578
435,9.511427814,8.197250584,7.794097791,8.233444644,7.363676689,6.901756384,17.2062361,13.76504673,12.36464513,12.51109983,5.808872204,6.834553997,9.898438714,8.289857366,11.57632884,6.932310585,8.652710725,5.418657009,10.06422578,8.161535856,9.315920461,9.326457633,6.086757293,6.879442159,5.783426026,5.485957553,10.33688233,9.369500604,9.482445833,9.993707908,6.171935892,8.179090397,8.238020067,5.510923768,5.308317744,5.312475089,24.65534686,29.67641891,31.04567742,23.62785409,20.92149329,30.90236278,5.271064789,10.33930328,7.532699416
436,10.20335356,8.776566844,8.430597286,8.916417348,8.002816736,7.535341641,18.06611035,14.44842459,13.17304205,13.10804058,5.859622726,6.873753662,9.955936598,8.436392298,11.81478348,6.967866132,8.800268736,5.46160283,10.12366508,8.315633981,9.511518531,9.453266614,6.145139081,6.915539575,5.860564969,5.534078343,10.39970155,9.42049388,9.535490719,10.23519459,6.200162801,8.315173831,8.369700413,5.575313178,5.334131455,5.338469151,25.55362117,30.44932947,31.85234082,24.75287252,21.88042591,31.88151183,5.488989595,10.63694895,7.793888768
437,10.93003661,9.384952433,9.101844971,9.636113717,8.686558306,8.22372545,18.93555506,15.1382182,13.99336718,13.73038065,5.916360995,6.917694666,10.0180231,8.585821659,12.05384577,7.007422856,8.949967052,5.51145548,10.18784752,8.475614681,9.713050575,9.581823911,6.210527106,6.955786445,5.947985941,5.589111315,10.46755207,9.475530612,9.592716131,10.47905798,6.231950185,8.455466375,8.505631711,5.649872043,5.364917299,5.369328023,26.41111401,31.18404486,32.61633476,25.85818171,22.82255075,32.81364279,5.716588266,10.95120351,8.062898648
438,11.6923705,10.02320885,9.809138143,10.39379407,9.417794543,8.971531383,19.81041635,15.83099129,14.82218352,14.37825768,5.979832423,6.967010595,10.08527912,8.737882812,12.2924214,7.051510896,9.101427135,5.569104578,10.25737357,8.641639537,9.92047912,9.711818868,6.283805265,7.000733835,6.04693654,5.65192594,10.54107151,9.535121755,9.654640932,10.72441104,6.26777541,8.599963482,8.645846567,5.735868626,5.401367344,5.405728064,27.21686193,31.871397,33.32760486,26.93373553,23.7393164,33.68691178,5.954183346,11.28289435,8.339422069
